visit_id,date,country,traffic_source,device_type,browser,page,session_duration_sec,pages_viewed,bounce,conversion
708,15-02-2025,Saudi Arabia,Email,Mobile,Opera,/blog,1656,7,0,0
709,04-02-2025,Spain,Social Media,Mobile,Firefox,/home,312,3,1,0
710,10-09-2025,India,Direct,Mobile,Edge,/pricing,121,2,1,0
711,23-03-2025,Saudi Arabia,Paid Ads,Desktop,Edge,/home,1450,14,0,0
712,13-09-2025,Spain,Email,Mobile,Firefox,/pricing,1588,2,0,0
713,16-07-2025,Indonesia,Referral,Desktop,Edge,/pricing,1318,14,0,0
714,30-10-2025,Indonesia,Referral,Desktop,Edge,/login,1673,14,1,0
715,10-01-2025,Brazil,Paid Ads,Mobile,Firefox,/blog,194,8,0,0
716,08-11-2025,Canada,Referral,Desktop,Opera,/blog,1774,9,1,0
717,13-10-2025,Netherlands,Organic Search,Desktop,Edge,/blog,910,3,1,1
718,30-08-2025,Indonesia,Email,Mobile,Edge,/pricing,230,14,1,0
719,08-09-2025,France,Paid Ads,Desktop,Edge,/pricing,1477,3,0,0
720,31-12-2025,France,Direct,Desktop,Edge,/home,1150,6,0,1
721,05-01-2025,Mexico,Email,Desktop,Firefox,/products,1103,11,0,0
722,29-04-2025,Saudi Arabia,Paid Ads,Mobile,Opera,/blog,907,10,1,0
723,16-10-2025,Brazil,Social Media,Mobile,Opera,/login,1103,1,0,0
724,06-03-2025,France,Direct,Mobile,Chrome,/contact,631,6,0,0
725,26-05-2025,Germany,Social Media,Mobile,Edge,/home,436,12,0,1
726,12-08-2025,India,Email,Mobile,Edge,/home,653,3,0,0
727,27-08-2025,Germany,Direct,Mobile,Chrome,/,577,11,0,0
728,26-06-2025,Pakistan,Referral,Desktop,Opera,/blog,452,4,0,0
729,24-09-2025,Pakistan,Paid Ads,Desktop,Safari,/about,610,9,0,0
730,07-12-2025,South Africa,Email,Mobile,Safari,/home,1170,3,0,0
731,09-10-2025,Canada,Organic Search,Mobile,Opera,/,513,1,0,0
732,04-03-2025,USA,Direct,Tablet,Edge,/contact,140,3,1,0
733,05-08-2025,Germany,Direct,Mobile,Safari,/login,227,7,1,0
734,08-12-2025,India,Email,Mobile,Firefox,/contact,697,13,0,1
735,11-11-2025,Japan,Email,Mobile,Firefox,/about,180,7,0,0
736,10-10-2025,Netherlands,Social Media,Mobile,Chrome,/blog,1508,11,1,0
737,26-06-2025,Italy,Referral,Mobile,Opera,/pricing,621,5,0,0
738,08-04-2025,Mexico,Social Media,Mobile,Opera,/,1001,14,0,0
739,15-04-2025,Germany,Social Media,Mobile,Safari,/pricing,1162,1,0,0
740,09-04-2025,Italy,Referral,Tablet,Edge,/contact,66,11,0,0
741,07-11-2025,Brazil,Organic Search,Desktop,Opera,/contact,1214,8,0,1
742,06-01-2025,Pakistan,Social Media,Desktop,Safari,/products,255,10,1,0
743,16-07-2025,Canada,Social Media,Mobile,Safari,/products,153,8,1,0
744,17-12-2025,Netherlands,Direct,Mobile,Opera,/login,1084,10,0,0
745,13-05-2025,Brazil,Referral,Mobile,Safari,/about,377,12,0,0
746,24-12-2025,UAE,Paid Ads,Desktop,Chrome,/products,1492,10,0,0
747,16-09-2025,UAE,Organic Search,Mobile,Chrome,/products,227,13,0,0
748,23-01-2025,Brazil,Organic Search,Mobile,Opera,/about,625,10,0,0
749,22-02-2025,Spain,Referral,Mobile,Edge,/home,1600,2,0,0
750,14-06-2025,India,Email,Mobile,Chrome,/products,1290,10,1,0
751,21-07-2025,Italy,Email,Desktop,Chrome,/home,1189,3,0,0
752,24-03-2025,Japan,Direct,Mobile,Opera,/home,1598,4,1,0
753,25-05-2025,Spain,Direct,Tablet,Firefox,/blog,451,1,0,0
754,26-03-2025,Germany,Referral,Mobile,Safari,/home,850,4,0,0
755,19-03-2025,Australia,Direct,Mobile,Chrome,/home,965,5,0,0
756,01-01-2025,Mexico,Organic Search,Mobile,Firefox,/products,708,3,0,0
757,20-02-2025,South Africa,Organic Search,Desktop,Edge,/home,885,14,1,0
758,22-06-2025,Australia,Paid Ads,Mobile,Firefox,/pricing,1695,11,0,0
759,24-07-2025,Germany,Email,Mobile,Opera,/about,785,10,0,0
760,17-09-2025,South Africa,Referral,Mobile,Edge,/products,771,2,0,0
761,15-10-2025,USA,Social Media,Desktop,Edge,/about,954,13,0,0
762,03-02-2025,Pakistan,Email,Desktop,Firefox,/,932,6,0,0
763,14-12-2025,India,Social Media,Desktop,Opera,/products,944,8,0,0
764,05-04-2025,Turkey,Paid Ads,Desktop,Chrome,/home,1756,7,1,0
765,13-03-2025,South Africa,Paid Ads,Desktop,Firefox,/pricing,34,11,1,0
766,08-02-2025,Australia,Direct,Mobile,Chrome,/about,815,14,0,0
767,03-06-2025,Mexico,Paid Ads,Desktop,Firefox,/products,1697,1,0,0
768,07-09-2025,Turkey,Paid Ads,Desktop,Chrome,/pricing,1569,4,0,0
769,11-06-2025,UAE,Social Media,Mobile,Firefox,/about,773,3,0,0
770,28-04-2025,Pakistan,Direct,Desktop,Edge,/,1093,6,1,0
771,16-09-2025,Brazil,Paid Ads,Desktop,Safari,/contact,1500,9,1,0
772,02-11-2025,Italy,Email,Desktop,Edge,/login,443,9,0,0
773,25-09-2025,Netherlands,Paid Ads,Desktop,Chrome,/login,888,7,0,0
774,23-02-2025,France,Direct,Mobile,Opera,/,1099,12,1,0
775,24-08-2025,South Africa,Referral,Desktop,Edge,/contact,919,9,1,0
776,10-08-2025,France,Direct,Mobile,Safari,/blog,574,8,0,0
777,08-09-2025,Canada,Social Media,Tablet,Chrome,/contact,115,5,0,0
778,09-11-2025,France,Referral,Mobile,Edge,/blog,105,9,0,1
779,22-04-2025,Saudi Arabia,Email,Mobile,Firefox,/products,1721,14,1,0
780,12-09-2025,Indonesia,Organic Search,Mobile,Opera,/blog,1584,7,0,0
781,30-10-2025,Indonesia,Direct,Mobile,Chrome,/login,177,5,1,0
782,26-07-2025,Italy,Social Media,Desktop,Edge,/login,51,8,0,0
783,17-08-2025,Japan,Email,Mobile,Chrome,/pricing,113,7,0,0
784,07-12-2025,USA,Referral,Mobile,Firefox,/blog,1237,9,0,0
785,07-03-2025,South Africa,Email,Desktop,Safari,/pricing,529,10,1,1
786,16-03-2025,Germany,Direct,Desktop,Edge,/login,291,1,0,0
787,13-04-2025,Brazil,Paid Ads,Mobile,Chrome,/about,1076,13,1,0
788,11-07-2025,Pakistan,Direct,Mobile,Chrome,/about,956,9,0,1
789,09-09-2025,USA,Organic Search,Desktop,Chrome,/contact,1143,7,1,1
790,14-08-2025,Saudi Arabia,Direct,Mobile,Safari,/contact,1243,1,1,0
791,21-10-2025,UK,Referral,Desktop,Chrome,/contact,758,1,0,0
792,02-11-2025,Australia,Referral,Mobile,Opera,/blog,840,5,1,0
793,08-04-2025,Japan,Direct,Desktop,Opera,/contact,58,8,0,0
794,04-12-2025,Pakistan,Referral,Desktop,Chrome,/blog,124,9,0,0
795,13-10-2025,Saudi Arabia,Paid Ads,Mobile,Opera,/blog,1188,12,0,0
796,01-12-2025,Saudi Arabia,Email,Mobile,Edge,/home,1682,6,1,1
797,13-12-2025,UK,Direct,Mobile,Opera,/home,512,12,1,0
798,04-11-2025,India,Paid Ads,Mobile,Chrome,/blog,1712,13,0,0
799,06-09-2025,Netherlands,Email,Desktop,Firefox,/about,1744,10,1,0
800,15-06-2025,India,Email,Mobile,Edge,/pricing,995,12,0,0
801,01-12-2025,UK,Paid Ads,Desktop,Safari,/login,80,8,1,0
802,30-01-2025,USA,Social Media,Mobile,Chrome,/login,1021,6,0,0
803,04-09-2025,Brazil,Direct,Desktop,Safari,/products,1552,11,0,0
804,16-04-2025,France,Email,Mobile,Firefox,/,1745,6,0,0
805,20-02-2025,UK,Email,Tablet,Safari,/home,1369,4,0,0
806,22-03-2025,UAE,Referral,Tablet,Chrome,/blog,76,11,0,0
807,13-05-2025,UK,Email,Mobile,Chrome,/,1526,5,0,0
808,12-10-2025,Brazil,Paid Ads,Desktop,Firefox,/home,1683,14,0,0
809,18-05-2025,UK,Email,Mobile,Chrome,/products,1787,2,1,0
810,03-07-2025,UAE,Social Media,Mobile,Firefox,/login,976,3,0,0
811,26-11-2025,UAE,Direct,Desktop,Firefox,/pricing,1246,3,1,0
812,30-09-2025,Indonesia,Direct,Tablet,Chrome,/blog,190,14,0,0
813,06-12-2025,Pakistan,Email,Desktop,Opera,/products,1799,12,0,0
814,10-03-2025,Italy,Organic Search,Tablet,Firefox,/login,622,11,0,0
815,03-02-2025,Turkey,Organic Search,Mobile,Chrome,/about,1632,5,1,0
816,19-09-2025,China,Paid Ads,Mobile,Opera,/home,706,14,1,0
817,22-02-2025,India,Organic Search,Desktop,Firefox,/blog,612,5,0,0
818,24-07-2025,Brazil,Paid Ads,Desktop,Opera,/,257,6,0,0
819,06-05-2025,Canada,Referral,Mobile,Edge,/about,1247,5,0,0
820,23-08-2025,Indonesia,Paid Ads,Desktop,Edge,/login,368,12,0,0
821,12-02-2025,Saudi Arabia,Organic Search,Desktop,Opera,/about,258,6,1,0
822,28-08-2025,Pakistan,Email,Mobile,Firefox,/contact,647,8,0,0
823,21-04-2025,Mexico,Referral,Mobile,Chrome,/pricing,959,2,0,0
824,06-09-2025,Germany,Organic Search,Mobile,Safari,/login,1549,4,1,1
825,31-05-2025,Netherlands,Paid Ads,Mobile,Chrome,/about,1121,13,1,0
826,02-07-2025,Mexico,Social Media,Desktop,Safari,/home,672,6,0,0
827,02-12-2025,Turkey,Direct,Tablet,Safari,/pricing,185,12,0,0
828,05-04-2025,China,Organic Search,Desktop,Firefox,/blog,732,5,0,0
829,08-01-2025,Turkey,Paid Ads,Mobile,Opera,/contact,435,1,0,0
830,26-12-2025,Mexico,Referral,Mobile,Chrome,/login,1636,9,0,0
831,03-07-2025,Netherlands,Organic Search,Mobile,Opera,/products,780,3,1,0
832,08-10-2025,Japan,Organic Search,Desktop,Edge,/pricing,712,2,1,0
833,14-07-2025,China,Direct,Mobile,Firefox,/,90,9,0,0
834,18-12-2025,Saudi Arabia,Paid Ads,Mobile,Firefox,/home,936,7,0,0
835,14-07-2025,UK,Social Media,Desktop,Edge,/login,147,5,0,0
836,04-06-2025,Canada,Referral,Mobile,Chrome,/,1466,12,0,0
837,03-04-2025,China,Paid Ads,Tablet,Edge,/pricing,479,6,0,0
838,09-06-2025,Italy,Referral,Tablet,Chrome,/login,359,12,0,0
839,02-03-2025,USA,Organic Search,Desktop,Safari,/contact,1159,11,0,0
840,02-05-2025,Brazil,Direct,Desktop,Firefox,/products,1342,4,0,0
841,20-02-2025,Mexico,Direct,Desktop,Chrome,/products,1263,1,0,0
842,04-10-2025,Canada,Email,Mobile,Opera,/,1493,4,0,0
843,05-01-2025,India,Social Media,Desktop,Opera,/blog,1378,9,0,0
844,02-04-2025,Pakistan,Direct,Desktop,Firefox,/blog,319,1,0,0
845,19-06-2025,Mexico,Organic Search,Tablet,Edge,/contact,1053,10,0,0
846,13-11-2025,South Africa,Social Media,Tablet,Edge,/products,1594,3,0,0
847,22-01-2025,Australia,Paid Ads,Desktop,Chrome,/,1011,5,0,0
848,22-11-2025,Indonesia,Direct,Desktop,Edge,/,1680,7,1,0
849,01-01-2025,France,Social Media,Mobile,Firefox,/login,1574,9,0,0
850,13-05-2025,Indonesia,Organic Search,Desktop,Chrome,/login,1593,6,0,0
851,21-08-2025,Australia,Email,Mobile,Safari,/,1510,3,0,0
852,12-01-2025,Italy,Referral,Mobile,Edge,/login,278,13,0,0
853,12-12-2025,Brazil,Referral,Mobile,Edge,/pricing,1036,7,1,0
854,15-02-2025,China,Organic Search,Mobile,Chrome,/login,779,14,1,0
855,03-02-2025,Japan,Organic Search,Mobile,Opera,/contact,25,4,0,0
856,19-03-2025,Germany,Referral,Mobile,Edge,/blog,615,3,0,0
857,06-08-2025,France,Email,Desktop,Firefox,/blog,1391,14,0,0
858,28-10-2025,China,Social Media,Mobile,Edge,/pricing,1679,7,0,0
859,14-03-2025,Japan,Referral,Mobile,Safari,/home,822,11,0,0
860,09-10-2025,Turkey,Organic Search,Desktop,Edge,/pricing,1166,11,0,0
861,06-09-2025,Turkey,Direct,Desktop,Opera,/contact,1345,7,0,1
862,16-02-2025,UAE,Paid Ads,Desktop,Edge,/,491,4,0,0
863,01-05-2025,Netherlands,Email,Tablet,Chrome,/pricing,904,12,1,0
864,02-08-2025,China,Email,Desktop,Edge,/,1577,7,0,0
865,27-08-2025,South Africa,Direct,Desktop,Opera,/contact,1338,11,0,0
866,25-02-2025,Brazil,Direct,Mobile,Chrome,/about,278,14,0,0
867,16-12-2025,Mexico,Organic Search,Mobile,Firefox,/contact,423,2,0,0
868,17-04-2025,India,Referral,Desktop,Chrome,/products,34,1,1,0
869,15-11-2025,Italy,Social Media,Tablet,Safari,/,325,12,0,0
870,17-02-2025,UK,Email,Mobile,Chrome,/blog,580,2,1,0
871,02-03-2025,Pakistan,Email,Mobile,Firefox,/pricing,734,4,0,0
872,03-12-2025,UAE,Direct,Mobile,Edge,/about,1701,8,1,0
873,26-01-2025,Canada,Referral,Desktop,Chrome,/contact,1017,3,1,0
874,19-10-2025,Spain,Email,Desktop,Chrome,/,1309,10,0,0
875,14-09-2025,Canada,Social Media,Mobile,Chrome,/about,398,6,0,0
876,08-01-2025,South Africa,Direct,Desktop,Chrome,/home,731,6,1,1
877,23-04-2025,Australia,Social Media,Desktop,Firefox,/products,453,13,0,0
878,21-12-2025,China,Referral,Mobile,Opera,/home,1008,9,0,0
879,10-09-2025,India,Email,Desktop,Opera,/contact,1460,9,0,0
880,29-06-2025,USA,Paid Ads,Tablet,Chrome,/home,1090,4,0,0
881,26-07-2025,USA,Email,Desktop,Firefox,/home,706,9,0,0
882,30-10-2025,China,Referral,Mobile,Firefox,/products,980,13,0,0
883,07-05-2025,France,Email,Mobile,Chrome,/products,1599,6,0,0
884,25-02-2025,UAE,Email,Mobile,Safari,/login,730,2,0,0
885,02-08-2025,Australia,Organic Search,Desktop,Chrome,/products,377,10,1,0
886,14-01-2025,France,Email,Mobile,Safari,/about,351,14,0,0
887,28-01-2025,Germany,Email,Mobile,Chrome,/login,313,11,1,0
888,19-03-2025,India,Social Media,Mobile,Safari,/products,773,6,1,0
889,04-08-2025,Netherlands,Paid Ads,Mobile,Safari,/home,1407,2,1,0
890,31-12-2025,Indonesia,Social Media,Mobile,Chrome,/blog,825,8,1,0
891,03-06-2025,Japan,Social Media,Mobile,Safari,/blog,121,4,1,0
892,14-01-2025,Italy,Direct,Mobile,Edge,/login,887,5,1,1
893,06-07-2025,Australia,Organic Search,Tablet,Opera,/products,1039,8,0,0
894,08-11-2025,Netherlands,Social Media,Desktop,Firefox,/about,939,14,0,0
895,07-01-2025,UAE,Referral,Mobile,Safari,/pricing,712,11,1,0
896,03-01-2025,USA,Referral,Mobile,Safari,/,855,8,0,0
897,21-04-2025,Spain,Email,Mobile,Firefox,/contact,953,12,1,0
898,26-08-2025,Spain,Direct,Mobile,Safari,/about,288,14,1,0
899,29-12-2025,UK,Organic Search,Tablet,Firefox,/pricing,391,12,0,0
900,27-08-2025,Germany,Organic Search,Mobile,Chrome,/contact,22,6,1,0
901,01-10-2025,India,Email,Desktop,Edge,/pricing,312,4,0,0
902,21-10-2025,France,Referral,Desktop,Edge,/pricing,1589,1,0,0
903,15-08-2025,Canada,Paid Ads,Mobile,Opera,/login,1650,12,0,1
904,15-01-2025,USA,Direct,Mobile,Safari,/blog,169,7,0,0
905,11-07-2025,Germany,Email,Desktop,Opera,/,163,8,0,0
906,29-04-2025,Mexico,Direct,Desktop,Chrome,/pricing,763,9,0,0
907,28-01-2025,UK,Referral,Desktop,Edge,/products,190,2,0,0
908,21-07-2025,France,Referral,Mobile,Chrome,/contact,1559,1,1,0
909,08-02-2025,Canada,Paid Ads,Desktop,Chrome,/about,1213,4,0,0
910,30-09-2025,Japan,Paid Ads,Mobile,Safari,/blog,386,13,0,0
911,19-08-2025,Mexico,Organic Search,Mobile,Chrome,/contact,785,5,0,0
912,27-03-2025,India,Direct,Mobile,Edge,/login,1201,10,1,0
913,06-05-2025,South Africa,Direct,Mobile,Opera,/products,1247,12,1,0
914,27-10-2025,India,Referral,Mobile,Edge,/products,1183,1,0,0
915,25-01-2025,Indonesia,Organic Search,Desktop,Safari,/pricing,25,5,0,0
916,25-05-2025,Italy,Email,Mobile,Edge,/products,1124,6,1,0
917,13-01-2025,Australia,Direct,Mobile,Firefox,/,1153,3,0,0
918,31-07-2025,UK,Organic Search,Tablet,Opera,/login,262,12,0,0
919,25-01-2025,Turkey,Organic Search,Desktop,Firefox,/products,1093,7,0,0
920,09-03-2025,Italy,Referral,Desktop,Firefox,/pricing,1299,14,0,0
921,08-03-2025,Italy,Organic Search,Desktop,Safari,/contact,1442,6,1,0
922,21-08-2025,Japan,Paid Ads,Mobile,Chrome,/login,40,4,0,0
923,19-04-2025,UK,Paid Ads,Mobile,Firefox,/products,1054,3,0,0
924,26-05-2025,Canada,Social Media,Desktop,Edge,/blog,740,5,0,0
925,21-04-2025,Italy,Referral,Mobile,Chrome,/login,1626,3,1,0
926,16-08-2025,UAE,Email,Desktop,Edge,/login,298,10,1,1
927,21-04-2025,USA,Social Media,Desktop,Edge,/about,1576,9,1,0
928,03-02-2025,Canada,Paid Ads,Mobile,Chrome,/blog,507,9,0,1
929,21-04-2025,Mexico,Social Media,Desktop,Chrome,/blog,1779,6,0,0
930,21-09-2025,UK,Referral,Mobile,Edge,/contact,1507,13,1,0
931,24-08-2025,Japan,Referral,Mobile,Safari,/home,1438,11,0,0
932,24-03-2025,Indonesia,Organic Search,Mobile,Opera,/about,557,6,1,0
933,11-02-2025,Turkey,Direct,Desktop,Opera,/blog,970,12,0,0
934,11-04-2025,South Africa,Organic Search,Tablet,Safari,/blog,141,14,0,0
935,06-01-2025,Australia,Referral,Mobile,Chrome,/home,1357,4,0,0
936,29-06-2025,UAE,Paid Ads,Mobile,Edge,/contact,867,4,1,0
937,09-10-2025,Saudi Arabia,Email,Desktop,Opera,/about,1165,2,1,0
938,16-11-2025,France,Paid Ads,Desktop,Edge,/blog,530,10,0,0
939,14-08-2025,Italy,Organic Search,Desktop,Safari,/pricing,39,4,0,0
940,11-11-2025,Australia,Email,Desktop,Edge,/contact,636,8,1,0
941,31-12-2025,Turkey,Referral,Mobile,Safari,/about,1334,13,0,0
942,17-08-2025,Canada,Paid Ads,Tablet,Chrome,/blog,13,10,1,0
943,16-10-2025,USA,Referral,Mobile,Safari,/blog,1358,2,0,0
944,30-05-2025,Mexico,Email,Desktop,Safari,/home,518,9,0,1
945,04-10-2025,UAE,Email,Mobile,Opera,/about,1270,14,0,0
946,17-07-2025,UK,Paid Ads,Desktop,Edge,/pricing,1568,1,0,0
947,11-03-2025,UK,Referral,Mobile,Opera,/contact,25,13,0,0
948,22-04-2025,Canada,Social Media,Mobile,Firefox,/products,1567,2,0,0
949,04-01-2025,China,Referral,Mobile,Safari,/,1006,2,0,0
950,16-12-2025,Turkey,Email,Tablet,Firefox,/pricing,1617,11,0,1
951,27-11-2025,Pakistan,Referral,Desktop,Opera,/products,1479,13,0,0
952,14-11-2025,India,Organic Search,Mobile,Edge,/pricing,1536,14,1,1
953,16-12-2025,Japan,Social Media,Tablet,Opera,/about,965,6,0,0
954,05-04-2025,Mexico,Direct,Mobile,Edge,/products,1263,14,0,0
955,01-06-2025,USA,Organic Search,Mobile,Edge,/about,1140,7,0,0
956,07-11-2025,China,Direct,Tablet,Chrome,/products,1753,13,0,0
957,17-05-2025,Canada,Paid Ads,Desktop,Safari,/pricing,1422,3,1,0
958,04-09-2025,Germany,Direct,Tablet,Opera,/home,1753,11,0,1
959,31-08-2025,Turkey,Referral,Desktop,Edge,/pricing,272,9,1,0
960,31-01-2025,India,Direct,Mobile,Opera,/about,1596,5,0,1
961,09-02-2025,Turkey,Email,Mobile,Opera,/pricing,1098,5,0,0
962,17-08-2025,Canada,Organic Search,Desktop,Edge,/login,274,11,0,0
963,05-02-2025,Netherlands,Organic Search,Mobile,Firefox,/login,1371,12,1,0
964,11-08-2025,Mexico,Direct,Desktop,Safari,/products,1334,4,1,0
965,06-01-2025,Netherlands,Organic Search,Tablet,Safari,/login,387,9,0,0
966,18-11-2025,Germany,Email,Mobile,Chrome,/,1208,8,1,1
967,08-08-2025,Italy,Organic Search,Mobile,Chrome,/products,972,12,0,0
968,16-03-2025,Saudi Arabia,Direct,Mobile,Chrome,/login,1185,4,1,0
969,04-01-2025,Pakistan,Social Media,Mobile,Safari,/blog,485,4,0,0
970,01-12-2025,Japan,Social Media,Mobile,Firefox,/pricing,1299,2,0,0
971,14-05-2025,Canada,Paid Ads,Mobile,Safari,/contact,338,9,0,0
972,28-04-2025,Spain,Organic Search,Mobile,Safari,/pricing,1196,3,1,0
973,04-04-2025,Turkey,Direct,Mobile,Safari,/login,447,4,1,0
974,03-03-2025,South Africa,Organic Search,Desktop,Safari,/home,1376,14,1,0
975,13-07-2025,Indonesia,Referral,Desktop,Firefox,/about,1400,7,1,0
976,01-12-2025,USA,Email,Desktop,Chrome,/contact,1498,10,0,0
977,22-07-2025,India,Organic Search,Mobile,Opera,/products,1783,8,1,0
978,26-01-2025,UK,Organic Search,Mobile,Chrome,/home,1232,8,1,0
979,22-06-2025,Netherlands,Social Media,Mobile,Chrome,/pricing,1533,4,0,0
980,27-10-2025,India,Email,Mobile,Opera,/login,25,7,0,0
981,13-05-2025,Netherlands,Direct,Desktop,Safari,/products,1329,10,0,1
982,22-11-2025,Germany,Organic Search,Desktop,Firefox,/products,877,1,1,0
983,28-04-2025,China,Social Media,Mobile,Firefox,/blog,520,6,1,0
984,20-11-2025,Canada,Paid Ads,Mobile,Chrome,/blog,993,6,1,0
985,02-10-2025,Indonesia,Email,Tablet,Opera,/login,1272,6,1,0
986,31-07-2025,Netherlands,Social Media,Mobile,Edge,/login,590,12,1,0
987,13-08-2025,Mexico,Social Media,Mobile,Safari,/,1334,2,1,0
988,20-01-2025,Saudi Arabia,Social Media,Mobile,Chrome,/blog,15,8,1,0
989,23-04-2025,China,Organic Search,Tablet,Firefox,/about,1253,14,0,1
990,20-05-2025,Netherlands,Organic Search,Mobile,Opera,/contact,1028,5,0,0
991,16-02-2025,India,Paid Ads,Desktop,Opera,/products,1799,5,0,0
992,01-01-2025,UAE,Referral,Mobile,Chrome,/blog,1486,2,1,0
993,31-03-2025,Indonesia,Referral,Mobile,Edge,/login,1466,4,0,0
994,22-05-2025,Netherlands,Referral,Mobile,Firefox,/,816,12,0,0
995,16-11-2025,Indonesia,Email,Desktop,Chrome,/login,1419,9,0,0
996,07-02-2025,Canada,Email,Mobile,Edge,/login,628,9,0,0
997,20-10-2025,Brazil,Paid Ads,Tablet,Opera,/login,1328,6,0,0
998,19-05-2025,Indonesia,Email,Desktop,Safari,/pricing,1151,11,0,0
999,22-12-2025,Japan,Referral,Mobile,Firefox,/contact,414,9,0,0
1000,29-11-2025,Mexico,Referral,Desktop,Firefox,/blog,1713,4,0,0
1001,16-09-2025,Spain,Social Media,Desktop,Edge,/products,1006,11,0,1
1002,10-06-2025,Pakistan,Email,Desktop,Chrome,/pricing,1796,1,0,0
1003,27-06-2025,Netherlands,Organic Search,Desktop,Opera,/login,603,2,0,0
1004,10-01-2025,Japan,Organic Search,Mobile,Edge,/about,575,13,0,0
1005,18-09-2025,Indonesia,Social Media,Desktop,Safari,/products,761,1,0,0
1006,18-05-2025,Turkey,Social Media,Desktop,Safari,/pricing,21,8,0,0
1007,21-06-2025,Mexico,Social Media,Desktop,Safari,/about,1242,9,1,0
1008,13-01-2025,Netherlands,Organic Search,Desktop,Edge,/about,174,10,0,0
1009,17-06-2025,India,Referral,Desktop,Opera,/contact,887,12,0,0
1010,10-05-2025,Germany,Social Media,Mobile,Firefox,/products,1327,6,0,0
1011,25-03-2025,China,Paid Ads,Desktop,Chrome,/blog,1552,2,0,0
1012,17-11-2025,Saudi Arabia,Social Media,Mobile,Firefox,/blog,87,6,0,0
1013,15-11-2025,Japan,Direct,Mobile,Opera,/,1467,9,0,0
1014,11-04-2025,USA,Social Media,Desktop,Firefox,/pricing,1610,12,0,0
1015,25-11-2025,Mexico,Organic Search,Mobile,Edge,/,623,3,0,0
1016,30-09-2025,Netherlands,Email,Desktop,Safari,/home,878,9,0,0
1017,22-09-2025,Australia,Social Media,Desktop,Opera,/blog,821,2,1,0
1018,07-02-2025,Canada,Email,Desktop,Opera,/pricing,1716,11,0,0
1019,04-04-2025,Japan,Direct,Desktop,Firefox,/contact,1110,5,1,0
1020,05-04-2025,Netherlands,Paid Ads,Mobile,Edge,/,1081,11,0,1
1021,01-11-2025,Japan,Email,Mobile,Firefox,/contact,776,2,0,0
1022,10-03-2025,Germany,Referral,Desktop,Firefox,/contact,91,7,0,0
1023,14-11-2025,Germany,Social Media,Mobile,Opera,/login,1754,11,1,0
1024,24-08-2025,China,Direct,Desktop,Firefox,/login,218,10,0,0
1025,30-11-2025,UK,Direct,Mobile,Safari,/contact,1478,9,0,0
1026,17-05-2025,Japan,Email,Desktop,Firefox,/,1629,7,0,0
1027,17-03-2025,Netherlands,Paid Ads,Desktop,Safari,/login,531,12,0,0
1028,04-02-2025,Japan,Organic Search,Desktop,Opera,/home,1062,5,1,0
1029,01-01-2025,UAE,Social Media,Desktop,Edge,/about,1337,4,0,0
1030,23-10-2025,Saudi Arabia,Direct,Mobile,Safari,/about,1003,12,0,0
1031,16-11-2025,UAE,Paid Ads,Mobile,Edge,/login,474,4,0,0
1032,01-03-2025,Italy,Referral,Desktop,Edge,/,1535,10,0,1
1033,16-11-2025,Canada,Direct,Mobile,Safari,/about,1479,8,0,0
1034,15-12-2025,Australia,Paid Ads,Mobile,Opera,/products,637,10,0,0
1035,24-11-2025,Netherlands,Organic Search,Mobile,Chrome,/about,1523,13,0,0
1036,24-09-2025,South Africa,Organic Search,Desktop,Edge,/blog,790,10,1,0
1037,27-12-2025,France,Direct,Mobile,Edge,/,1461,14,0,0
1038,17-08-2025,UAE,Direct,Tablet,Opera,/login,568,10,1,0
1039,27-09-2025,Mexico,Email,Mobile,Opera,/login,1392,10,0,0
1040,12-11-2025,France,Social Media,Mobile,Firefox,/about,969,10,0,1
1041,13-10-2025,Canada,Paid Ads,Desktop,Opera,/,100,1,0,0
1042,18-10-2025,Italy,Direct,Desktop,Edge,/home,1086,5,1,0
1043,01-08-2025,USA,Social Media,Mobile,Safari,/products,1763,14,0,0
1044,14-06-2025,Japan,Email,Mobile,Chrome,/login,869,2,0,0
1045,05-01-2025,Japan,Social Media,Desktop,Firefox,/,1622,13,0,0
1046,05-12-2025,Germany,Direct,Mobile,Safari,/login,1237,11,1,0
1047,19-03-2025,Canada,Organic Search,Mobile,Chrome,/login,565,9,0,0
1048,03-03-2025,Saudi Arabia,Paid Ads,Mobile,Chrome,/blog,165,7,0,0
1049,12-05-2025,UK,Paid Ads,Mobile,Chrome,/about,11,10,0,0
1050,30-03-2025,USA,Organic Search,Mobile,Safari,/blog,1390,8,1,0
1051,25-08-2025,China,Direct,Desktop,Firefox,/about,834,6,1,0
1052,11-02-2025,Spain,Paid Ads,Mobile,Firefox,/login,1602,9,0,0
1053,30-03-2025,Turkey,Direct,Desktop,Chrome,/,811,6,0,0
1054,23-10-2025,China,Email,Desktop,Safari,/contact,992,7,1,0
1055,24-11-2025,Italy,Direct,Desktop,Chrome,/about,1091,7,1,0
1056,22-10-2025,Italy,Social Media,Desktop,Opera,/contact,1287,9,0,0
1057,14-04-2025,Netherlands,Organic Search,Desktop,Firefox,/products,1213,11,1,0
1058,14-01-2025,Turkey,Direct,Desktop,Edge,/blog,502,8,0,0
1059,15-10-2025,Turkey,Email,Mobile,Chrome,/contact,678,13,0,1
